sentence,label
Going for a swim in the lake was incredibly refreshing.,2
I'm neutral about the new book that was released.,1
The long wait at the pharmacy was very annoying.,0
Receiving a heartfelt letter from a loved one made my day.,2
I'm not particularly excited about the new fashion trend.,1
The constant traffic jams are very frustrating.,0
Taking a yoga class in the morning was so refreshing.,2
I don't have strong feelings about the new office dress code.,1
The noise from the construction work is very disturbing.,0
Going for a walk in the botanical garden was beautiful.,2
I'm indifferent to the new office snack options.,1
The slow service at the diner was very frustrating.,0
Spending a day at the amusement park was so much fun!,2
I don't really care about the new changes in the software update.,1
The broken air conditioner in the office is unbearable.,0
Watching the sunset from the rooftop was magical.,2
"I'm neutral about the new menu at the cafeteria.""",1
The constant noise from the street is very annoying.,0
The changes to the company's mission statement don't really impact me.,1
The movie was terrible and I hated it.,0
I don't really have any strong feelings about this book.,1
The party last night was so much fun!,2
I'm feeling indifferent about the new restaurant in town.,1
The customer service at this store is awful.,0
The weather today is neither good nor bad.,1
I absolutely loved the concert last weekend!,2
I'm not particularly excited about the upcoming holiday.,1
This product exceeded all my expectations.,2
The traffic on the way to work this morning was unbearable.,0
I have mixed feelings about the new policy changes.,1
I had a wonderful time at the beach yesterday.,2
The food at the restaurant was mediocre.,1
I'm feeling really positive about my new job.,2
The service at the hotel was subpar.,0
The sunset we saw last night was breathtaking.,2
I'm feeling pretty neutral about the recent developments.,1
The quality of this product is disappointing.,0
I'm feeling optimistic about the future.,2
The performance of the team was lackluster.,0
I'm not sure how I feel about this new technology.,1
The hike we went on last weekend was amazing!,2
I have no strong opinions about this issue.,1
The service at this restaurant is outstanding.,2
I'm feeling a bit down about the recent news.,0
I'm feeling indifferent about attending the event tonight.,1
I'm really impressed with the work my colleague did.,2
The customer experience at this store is excellent.,2
The outcome of the game was disappointing.,0
I'm feeling pretty upbeat about my prospects.,2
"The food at the party was okay, nothing special.",1
I'm not particularly thrilled about the weather today.,1
I'm feeling pretty good about the progress we've made.,2
The service at this establishment is horrendous.,0
"The concert last night was decent, but nothing extraordinary.",1
I'm feeling neutral about the new changes at work.,1
The quality of service at this restaurant is top-notch.,2
I'm feeling quite pessimistic about the situation.,0
I'm feeling indifferent about going to the party tonight.,1
I'm really happy with the results of my project.,2
The customer support at this company is abysmal.,0
I'm feeling mixed about the outcome of the meeting.,1
I'm feeling ecstatic about my recent accomplishment.,2
The food at the restaurant was delicious!,2
I'm not particularly interested in the latest fashion trends.,1
I'm feeling pretty content with how things are going.,2
The service at this establishment is mediocre at best.,0
The concert we attended last night was underwhelming.,0
I'm feeling neutral about the new policy changes.,1
I'm feeling pretty positive about the future.,2
The customer service at this store is excellent.,2
The quality of this product is outstanding.,2
I'm feeling pretty pessimistic about the situation.,0
The food at the party last night was fantastic!,2
I'm feeling indifferent about the outcome of the game.,1
I'm really excited about the upcoming vacation.,2
The service at this restaurant is terrible.,0
"The movie we watched last night was okay, nothing special.",1
I'm feeling quite optimistic about the outcome.,2
The customer support at this company is exceptional.,2
The food at this restaurant is terrible.,0
The concert we attended last night was fantastic!,2
I'm feeling pretty neutral about the recent developments.,1
The quality of service at this establishment is excellent.,2
I'm feeling quite disappointed with the results.,0
The movie we watched last night was great!,2
I'm feeling pretty indifferent about the new changes.,1
I'm feeling really positive about the progress we've made.,2
The service at this establishment is awful.,0
The food at the restaurant was amazing!,2
I'm feeling pretty content with how things are going.,2
The customer service at this store is exceptional.,2
The quality of this product is top-notch.,2
I'm feeling pretty pessimistic about the situation.,0
The concert last night was absolutely incredible!,2
I'm feeling indifferent about the outcome of the game.,1
I'm really excited about the upcoming event.,2
The service at this restaurant is dreadful.,0
The movie we watched last night was fantastic!,2
I'm feeling quite indifferent about the recent developments.,1
The quality of service at this establishment is exceptional.,2
I'm feeling quite disappointed with the outcome.,0
I'm feeling really positive about the future.,2
The customer support at this company is exceptional.,2
The food at this restaurant is absolutely delicious!,2
I'm feeling pretty indifferent about the new changes.,1
I'm feeling really positive about the progress we've made.,2
The service at this establishment is terrible.,0
The quality of this product is subpar.,0
I'm feeling pretty pessimistic about the situation.,0
The concert we attended last night was phenomenal!,2
I'm feeling indifferent about the outcome of the game.,1
I'm really excited about the upcoming event.,2
The service at this restaurant is horrendous.,0
The movie we watched last night was incredible!,2
I'm feeling quite indifferent about the recent developments.,1
The quality of service at this establishment is exceptional.,2
I'm feeling quite disappointed with the outcome.,0
I'm feeling really positive about the future.,2
The customer support at this company is exceptional.,2
The food at this restaurant is absolutely delicious!,2
I'm feeling pretty indifferent about the new changes.,1
I'm feeling really positive about the progress we've made.,2
The service at this establishment is terrible.,0
I'm feeling pretty neutral about the recent changes in management.,1
The quality of service at this establishment is satisfactory.,1
I'm feeling a bit disappointed with the customer support.,0
The food at this restaurant is just average.,1
I'm feeling quite excited about the upcoming concert.,2
The service at this establishment is unacceptable.,0
The movie we watched last night was enjoyable.,2
I'm feeling somewhat indifferent about the outcome of the game.,1
I'm really looking forward to the upcoming holiday.,2
The customer support at this company is satisfactory.,1
The food at this restaurant is decent.,1
I'm feeling pretty optimistic about the future.,2
The service at this establishment is subpar.,0
The concert we attended last night was entertaining.,2
I'm feeling somewhat indifferent about the recent developments.,1
The quality of service at this establishment is satisfactory.,1
I'm feeling a bit disappointed with the outcome.,0
I'm feeling quite positive about the progress we've made.,2
The customer support at this company is satisfactory.,1
The food at this restaurant is quite tasty.,2
I'm feeling somewhat indifferent about the new changes.,1
I'm feeling really positive about the progress we've made.,2
The service at this establishment is below average.,0
The movie we watched last night was enjoyable.,2
I'm feeling somewhat indifferent about the recent developments.,1
The quality of service at this establishment is satisfactory.,1
I'm feeling a bit disappointed with the outcome.,0
I'm feeling quite positive about the progress we've made.,2
The customer support at this company is satisfactory.,1
The food at this restaurant is quite tasty.,2
I'm feeling somewhat indifferent about the new changes.,1
I'm feeling really positive about the progress we've made.,2
The service at this establishment is below average.,0
The movie we watched last night was enjoyable.,2
I'm feeling somewhat indifferent about the recent developments.,1
The quality of service at this establishment is satisfactory.,1
I'm feeling a bit disappointed with the outcome.,0
I'm feeling quite positive about the progress we've made.,2
The customer support at this company is satisfactory.,1
The food at this restaurant is quite tasty.,2
I'm feeling somewhat indifferent about the new changes.,1
I'm feeling really positive about the progress we've made.,2
The service at this establishment is below average.,0
The movie we watched last night was enjoyable.,2
I'm feeling somewhat indifferent about the recent developments.,1
The quality of service at this establishment is satisfactory.,1
I'm feeling a bit disappointed with the outcome.,0
I'm feeling quite positive about the progress we've made.,2
The customer support at this company is satisfactory.,1
The food at this restaurant is quite tasty.,2
I'm feeling somewhat indifferent about the new changes.,1
I'm feeling really positive about the progress we've made.,2
The service at this establishment is below average.,0
The movie we watched last night was enjoyable.,2
I'm feeling somewhat indifferent about the recent developments.,1
The quality of service at this establishment is satisfactory.,1
I'm feeling a bit disappointed with the outcome.,0
I'm feeling quite positive about the progress we've made.,2
The customer support at this company is satisfactory.,1
The food at this restaurant is quite tasty.,2
I'm feeling somewhat indifferent about the new changes.,1
I'm feeling really positive about the progress we've made.,2
The service at this establishment is below average.,0
The movie we watched last night was enjoyable.,2
I'm feeling somewhat indifferent about the recent developments.,1
The quality of service at this establishment is satisfactory.,1
I'm feeling a bit disappointed with the outcome.,0
I'm feeling quite positive about the progress we've made.,2
The customer support at this company is satisfactory.,1
The food at this restaurant is quite tasty.,2
I'm feeling somewhat indifferent about the new changes.,1
I'm feeling really positive about the progress we've made.,2
The service at this establishment is below average.,0
The movie we watched last night was enjoyable.,2
I'm feeling somewhat indifferent about the recent developments.,1
The quality of service at this establishment is satisfactory.,1
I'm feeling a bit disappointed with the outcome.,0
I'm feeling quite positive about the progress we've made.,2
The customer support at this company is satisfactory.,1
The food at this restaurant is quite tasty.,2
I'm feeling somewhat indifferent about the new changes.,1
I'm feeling really positive about the progress we've made.,2
The service at this establishment is below average.,0
